"Bug ID","Component","Assignee","Summary","Number of Comments","Votes","Depends on","Classification","Blocks","Hardware","Iteration","Keywords"
1073240,"Toolbars and Customization","gijskruitbosch+bugs@gmail.com","User better icon/preview for default theme",14,0,,"Client Software",1007336,"All",35.3,
1074498,"Toolbars and Customization","gijskruitbosch+bugs@gmail.com","Panic/Forget button: warning text above button should line-wrap",12,0,1069300,"Client Software",,"All",35.3,
1080787,"Toolbars and Customization","gijskruitbosch+bugs@gmail.com","Enable customizableUI tests in e10s",10,0,"1088710, 1088714, 1090635, 1090656, 1091561","Client Software",984139,"All",36.2,
1080801,"General","gijskruitbosch+bugs@gmail.com","Breakdown: Investigate tests in browser/base/content/test/general disabled in e10s",58,0,"653065, 863514, 866413, 921957, 933103, 940195, 940206, 1056146, 1069757, 1071623, 1093153, 1093155, 1093206, 1093373, 1093404, 1093586, 1093594, 1093603, 1093607, 1093642, 1093677, 1093756, 1093941, 1093997, 1094205, 1094222, 1094240, 1094252, 1094510, 1094761, 1099154, 1099156, 1100653, 1100662, 1100664, 1100687, 1100698, 1100700, 1100703, 1100707, 1101973, 1101993, 1102015, 1102017, 1102018, 1102020, 1102025, 1102331","Client Software",984139,"All",36.3,
1082002,"Theme","gijskruitbosch+bugs@gmail.com","[10.10] White border on URL bar for popup window",16,0,,"Client Software",1040250,"x86",36.1,
1090609,"Bookmarks & History","gijskruitbosch+bugs@gmail.com","bookmark folder open all does not work with only one url in the folder",19,0,1094359,"Client Software",1006989,"All",36.2,"regression"
1093997,"Location Bar","gijskruitbosch+bugs@gmail.com","Intermittent browser_urlbarSearchSingleWordNotification.js | A promise chain failed to handle a rejection: - at tabbrowser.xml:5330 - TypeError: gBrowser._cancelTabSwitch is not a function",21,0,,"Client Software",1080801,"x86_64",36.3,"intermittent-failure"
1094138,"Toolbars and Customization","gijskruitbosch+bugs@gmail.com","dev edition button in customize mode should set all relevant prefs and/or be hidden if it can't be enabled",14,0,1094509,"Client Software",1082108,"All",36.2,
1094179,"General","gijskruitbosch+bugs@gmail.com","utilityOverlay's trimURL should use Services.uriFixup instead of manually reverse-engineering its effects and trying to determine what to do",20,0,,"Client Software",690307,"All",36.3,
1094429,"Toolbars and Customization","gijskruitbosch+bugs@gmail.com","JavaScript strict warning: chrome://browser/content/sanitize.js, line 74: SyntaxError: in strict mode code, functions may be declared only at top level or immediately within another function",5,0,,"Client Software",1088137,"All",36.2,
1097543,"Theme","gijskruitbosch+bugs@gmail.com","advanced settings in firefox developer use system's font color",9,0,,"Client Software",1014201,"x86",36.3,
1100914,"Menus","gijskruitbosch+bugs@gmail.com","Switch context menu telemetry to a serialized array of states instead of a single string",16,0,,"Client Software",,"All",37.1,
1045128,"Build Config","giles@thaumas.net","Bump release build from MacOSX10.6.sdk",12,0,,"Client Software",941296,"x86","---",
777674,"Developer Tools: Inspector","gkrizsanits@mozilla.com","Add support for inspecting XBL anonymous content",124,4,"992521, 1034110, 1037519, 1056841, 1079195, 1097991","Client Software","859886, 876636, 892935, 920141, 945450, 1036324, 1053898, 1055351, 1061462","x86","---",
1079185,"Developer Tools: Inspector","gkrizsanits@mozilla.com","[markup view] Shadow DOM shown instead of light DOM",17,0,1079195,"Client Software",,"All","---",
1049551,"Tabbed Browser","gwright@mozilla.com","add a tab delay spinner for when we can't redraw tabs fast enough (white/black/garbage frame seen when switching between tabs with e10s)",69,6,1087007,"Client Software","516752, 1009628, 1059494, 1066381, 1075177","All","---",
898166,"SocialAPI","hharchani@gmail.com","Remove the try/catch in SocialUI.observe now that bug 895340 has been fixed",9,0,,"Client Software",,"All","---",
1081203,"Theme","himanshusingh.singh06@gmail.com","Remove dead #social-toolbar-item CSS since there is nothing called social-toolbar-item defined outside of the CSS",17,0,,"Client Software",,"All","---",
620565,"Search","hussain237@yahoo.co.uk","Adding a keyword for a search with an URL containing '?' yield invalid quicksearch bookmark",22,0,,"Client Software",,"All","---",
1009312,"Developer Tools","janx@linux.com","Don't call client.addActorPool(this) twice in actor Front::initialize()",18,0,,"Client Software",,"All","---",
1020288,"Developer Tools: WebIDE","janx@linux.com","Add a runtime monitor to WebIDE",47,0,"1025804, 1025828, 1042857","Client Software","1026163, 1043324, 1043378, 1043934, 1045127, 1047355, 1049562, 1053062","All","---","dev-doc-needed, perf"
1021831,"Developer Tools: WebIDE","janx@linux.com","Project Editor: show ""Validation status"" tooltip over the status circle in app manager header",11,0,1019676,"Client Software",1011026,"All","---",
1037465,"Developer Tools: WebIDE","janx@linux.com","Add USS reporting to the Monitor actor",22,0,1025804,"Client Software",1043934,"All","---","perf"
1042857,"Developer Tools: WebIDE","janx@linux.com","Unify WebIDE's deck style.",12,0,,"Client Software",1020288,"All","---",
1043934,"Developer Tools: WebIDE","janx@linux.com","Monitor: a data-agnostic graph to measure performances",1,0,"1020288, 1037465","Client Software",,"All","---",
1047355,"Developer Tools: WebIDE","janx@linux.com","Improve USS reporting in WebIDE Monitor",13,0,"1020288, 1048024","Client Software","1049549, 1049553","All","---",
1065358,"Developer Tools","janx@linux.com","Intermittent test_memory_footprint.js | test failed (with xpcshell return code: 0), see following log: | Footprint after DebuggerServer.addBrowserActors() is 10504 kB (should be less than 10500 kB). - false == true - See following stack:",3,0,,"Client Software",1055151,"x86_64","---","intermittent-failure"
923156,"Theme","jaws@mozilla.com","[OSX] Moving the bookmarks toolbar items into the navbar causes weird vertical alignment issues with the navbar and some buttons",10,1,,"Client Software",870032,"All","---",
947574,"Search","jaws@mozilla.com","Intermittent browser_426329.js | This test exceeded the timeout threshold. It should be rewritten or split up.",34,0,,"Client Software",992911,"x86_64",34.3,"intermittent-failure"
963002,"Theme","jaws@mozilla.com","Adjust height of panel (subview) footer(s)",37,2,,"Client Software","872617, 994950","All","---",
1007322,"Preferences","jaws@mozilla.com","Verify that the in-content preferences are matching the options of the windowed preferences",4,0,,"Client Software",738797,"All","---",
1025195,"General","jaws@mozilla.com","switchToTabHavingURI should have an option to ignore URL hashes when looking for already opened tabs",20,0,,"Client Software",754304,"All","---",
1035586,"General","jaws@mozilla.com","allow snippets in about:home to highlight sync in the firefox menu",17,0,,"Client Software",1043505,"All",34.1,
1059557,"Theme","jaws@mozilla.com","css animated throbber causes heavy cpu load",18,1,980770,"Client Software",759252,"All",35.3,"perf"
1071964,"Preferences","jaws@mozilla.com","openAndLoadSubDialog compares the injectedStylesheets against the owner document's stylesheets instead of the subdialog's stylesheets",5,0,,"Client Software",1062127,"All",35.2,
993445,"Developer Tools: Inspector","jayesh.choudhari17@gmail.com","[highlighter] Highlight nodes on hover of breadcrumbs",43,0,,"Client Software",991806,"All","---",
1009769,"Build Config","jbeatty@mozilla.com","Add 'dsb' to the Firefox build",6,0,1009768,"Client Software",1009766,"All","---",
1021622,"Build Config","jbeatty@mozilla.com","Add 'uz' to the Firefox build",4,0,1021621,"Client Software",1021619,"All","---",
1079918,"Build Config","jbeatty@mozilla.com","[sw, zu] Remove Swahili and Zulu from shipped-locales and all-locales",10,0,"959247, 1079961","Client Software",,"x86","---",
1104037,"Build Config","jbeatty@mozilla.com","Stop building and shipping builds for Kashubian",4,0,,"Client Software","1104047, 1105224","All","---",
1029948,"Developer Tools: Profiler","jbeich@vfemail.net","Avoid global scope pollution of TimeStamp/TimeDuration via GeckoProfiler.h on SPS platforms",8,0,"1028036, 1029927","Client Software",,"All","---",
1065251,"Developer Tools: Timeline","jbeich@vfemail.net","docshell/base/nsDocShell.cpp: undefined reference to `ProfilerMarkerTracing::ProfilerMarkerTracing(char const*, TracingMetadata)' (non-SPS)",9,0,,"Client Software",1050376,"All","---",
762848,"Developer Tools: Responsive Mode","jeremie.patonnier@gmail.com","[responsive mode] we need an ""input"" mechanism to set a size",52,1,,"Client Software",749628,"x86","---",
1007639,"Theme","jfkthame@gmail.com","avoid shipping and using subsetted, non-i18n-friendly fonts as part of Firefox UI",6,0,"992650, 1007629","Client Software",,"All","---",
1055011,"Developer Tools: WebIDE","jfong@mozilla.com","WebIDE seems to hang / no way to stop an attempted connection to a remote runtime",9,0,,"Client Software",,"x86","---",
1057958,"Developer Tools: WebIDE","jfong@mozilla.com","[webide] ""reload"" button",25,0,,"Client Software",,"x86_64","---",
1062204,"Developer Tools: WebIDE","jfong@mozilla.com","Pictures can't be scrolled in WebIDE and break scroll functionality afterwards",15,0,,"Client Software",1027537,"All","---",
1074880,"Developer Tools: WebIDE","jfong@mozilla.com","Remove file icons on file tree view",10,0,,"Client Software",,"x86","---",
914753,"Developer Tools","jimb@mozilla.com","Remove 'js2-mode' references from Emacs graffiti",40,0,,"Client Software",,"All","---",
1014944,"Developer Tools: Debugger","jimb@mozilla.com","nsIJSInspector's documentation is confusing",4,0,,"Client Software",,"All","---",
979571,"Developer Tools: Debugger","jjurovych@mozilla.com","Traceback and weirdness when deleting a breakpoint",7,0,897567,"Client Software",,"x86","---","regression"
1052220,"Developer Tools: Debugger","jjurovych@mozilla.com","Show traces' hit counts",15,0,1057545,"Client Software",,"x86","---",
1052855,"Developer Tools: Debugger","jjurovych@mozilla.com","Traces link to a first line of a function instead of the function declaration",7,0,,"Client Software",949754,"x86","---",
991797,"Developer Tools: Debugger","jlong@mozilla.com","Improve code legibility in the Debugger frontend by using Task.async where it makes sense",25,0,"887923, 995252","Client Software",,"All","---",
1008372,"Developer Tools: Debugger","jlong@mozilla.com","Some breakpoints can never be removed after transitioning to a new line, even after closing the toolbox",34,0,,"Client Software",,"All","---",
1026041,"Developer Tools: Debugger","jlong@mozilla.com","_clearSteppingHooks should check if the frame is live",13,0,,"Client Software",,"x86","---",
1088247,"Developer Tools","jlong@mozilla.com","Turn off tools by default if actor doesn't exist",23,0,1094203,"Client Software",1054353,"x86","---",
1093349,"Developer Tools: Debugger","jlong@mozilla.com","Add pretty printing and blackboxing traits and hide buttons conditionally",11,0,,"Client Software",,"x86","---",
1094965,"Developer Tools: Debugger","jlong@mozilla.com","move `fetch` from actors/script.js to DevToolsUtils.js",15,0,,"Client Software",,"All","---",
1097107,"Developer Tools","jlong@mozilla.com","a few small protocol.js.md fixes",9,0,,"Client Software",,"All","---",
1011172,"Theme","jmaccor93@gmail.com","Remove obsolete images from tabbrowser/",8,0,,"Client Software",,"All","---",
1082133,"General","jmaher@mozilla.com","browser_*_behavior.js fails when run as a standalone directory",33,0,1100301,"Client Software",1057512,"All","---",
1095723,"SocialAPI","jmaher@mozilla.com","browser_addons.js fails quite frequently in e10s and --run-by-dir",13,0,1095457,"Client Software","984139, 1057512","All","---",
1098640,"PDF Viewer","jmaher@mozilla.com","browser_pdfjs_zoom.js fails in run-by-dir mode due to missing promise.defer",4,0,,"Client Software",1057512,"All","---",
1102188,"Developer Tools: Framework","jmaher@mozilla.com","browser_devtools_api.js fails when run as a standalone directory",6,0,,"Client Software",1057512,"All","---",
691601,"General","jmathies@mozilla.com","e10s support for gFormSubmitObserver",62,2,"1015721, 1062899, 1093677","Client Software","653064, 997456","All","---",
989875,"Security","jmathies@mozilla.com","[e10s] ""Untrusted Connection"" page's ""Add Exception"" button does nothing",26,4,"1034270, 1034581, 1106075","Client Software","653064, 997456","x86","---",
1071709,"PDF Viewer","jmathies@mozilla.com","5-30% TART / Session Restore regressions on Inbound (v.35) september 22 from rev d3a7f765152f",25,0,,"Client Software","942707, 1062901, 1084158","All","---","perf, regression"
1074299,"General","jmathies@mozilla.com","Fix nav bar shortcut drags in e10s",9,0,,"Client Software",,"x86_64","---",
1003790,"Developer Tools","johannes@johannes-mittendorfer.com","Remove linear-gradient -moz- prefixes from spectrum.css",11,0,,"Client Software",,"All","---",
1004111,"Developer Tools","johannes@johannes-mittendorfer.com","Move remaining themes/*/devtools images into themes/shared/devtools/images",11,0,,"Client Software",896733,"All","---",
975084,"Developer Tools: WebIDE","jryans@gmail.com","Add ability to debug/inspect webpages from Browser app",33,1,"1070430, 1084509","Client Software","875871, 1072167","x86","---","dev-doc-needed"
975591,"Developer Tools: WebIDE","jryans@gmail.com","Discover remote devices with Dev Tools server",21,0,960397,"Client Software","962308, 1027456, 1027457, 1027787, 1031045, 1031111","All","---",
979536,"Developer Tools: WebIDE","jryans@gmail.com","Test each tool several times for same connection",19,0,,"Client Software",968487,"All","---",
1003620,"Developer Tools: WebIDE","jryans@gmail.com","Add QR encoder library",8,0,1003640,"Client Software",962308,"x86","---",
1004701,"Developer Tools: WebIDE","jryans@gmail.com","Add QR decoder library",18,0,,"Client Software","962308, 1006643","All","---",
1007610,"Developer Tools: Debugger","jryans@gmail.com","Transport collects unsendable messages",9,0,797639,"Client Software",,"x86_64","---","footprint, hang, perf"
1009604,"Developer Tools: WebIDE","jryans@gmail.com","Browser Tabs for WebIDE",16,0,1023081,"Client Software","995671, 1062611, 1062745","All","---",
1010750,"Developer Tools","jryans@gmail.com","Cannot connect remote dev tools to fennec nightly",24,0,,"Client Software","859372, 995671, 1013903","ARM","---","regression"
1021744,"Developer Tools: WebIDE","jryans@gmail.com","Don't modify globals in QR decoder",6,0,1013997,"Client Software",962308,"x86","---",
1021775,"Developer Tools: WebIDE","jryans@gmail.com","Bulk app upload never replies",10,0,,"Client Software",,"All","---",
1025799,"Developer Tools","jryans@gmail.com","Packaged app install progress listener",12,0,,"Client Software","972069, 1021491, 1030977","x86_64","---",
1027456,"Developer Tools: WebIDE","jryans@gmail.com","Reserve discovery address / port if needed",9,0,975591,"Client Software",1027454,"All","---",
1027787,"Developer Tools: WebIDE","jryans@gmail.com","Report unique device name from discovery",11,0,975591,"Client Software","1027454, 1039449","All","---",
1032646,"Developer Tools: WebIDE","jryans@gmail.com","DevTools discovery purges all devices every scan",4,0,,"Client Software",962308,"All","---",
1032708,"Developer Tools: WebIDE","jryans@gmail.com","Keep discovery alive when WiFi network changes",6,0,,"Client Software",962308,"All","---",
1033079,"Developer Tools: Framework","jryans@gmail.com","Server support for multiple open listeners",29,0,,"Client Software",1000428,"All","---",
1038695,"Developer Tools: Netmonitor","jryans@gmail.com","Firefox developer tools only shows one request cookie",9,0,,"Client Software",,"x86_64","---",
1038991,"Developer Tools: WebIDE","jryans@gmail.com","Self-signed cert generator for WiFi",16,0,,"Client Software",962308,"All","---",
1044108,"Developer Tools: WebIDE","jryans@gmail.com","QR decoder needs cleanup and size reduction",15,0,,"Client Software","1027454, 1044079","All","---",
1049839,"Developer Tools: WebIDE","jryans@gmail.com","Stop trying to reject busyPromise",6,0,,"Client Software",,"All","---",
1054006,"Developer Tools: Framework","jryans@gmail.com","Browser chrome-related options should be on by default in browser toolbox",8,0,,"Client Software",,"x86","---",
1054338,"Developer Tools: Debugger","jryans@gmail.com","Can't hit breakpoints when remote debugging from desktop to desktop",10,0,,"Client Software",,"x86","---",
1055279,"Developer Tools: WebIDE","jryans@gmail.com","Bring up developer tools by default when I select a runtime app / tab",22,0,,"Client Software","893669, 1007061, 1065679","x86","---",
1057155,"Developer Tools: WebIDE","jryans@gmail.com","Remote runtime errors on cancel",4,0,,"Client Software",,"All","---",
1061695,"Developer Tools: WebIDE","jryans@gmail.com","Switching to simulator after local runtime broken",7,0,,"Client Software",,"All","---",
1062604,"Developer Tools: WebIDE","jryans@gmail.com","Check for actors before using them",7,0,,"Client Software",,"All","---",
1062611,"Developer Tools: WebIDE","jryans@gmail.com","Tests for Browser Tabs",8,0,1009604,"Client Software",,"All","---",
1064743,"Developer Tools: Framework","jryans@gmail.com","Transport fails after simultaneous sends",10,0,,"Client Software",,"All","---",
1065679,"Developer Tools: WebIDE","jryans@gmail.com","App should not restart when starting to debug it",8,0,1055279,"Client Software",893669,"x86","---",
1069552,"Developer Tools: WebIDE","jryans@gmail.com","WebIDE Runtime API",23,0,,"Client Software","1054353, 1085393, 1087609","All","---",
1070430,"Developer Tools: WebIDE","jryans@gmail.com","Switching between tabs draws empty toolbox frame",5,0,,"Client Software",975084,"All","---",
1070957,"Developer Tools: WebIDE","jryans@gmail.com","Mention WebIDE in App Manager",5,0,1047603,"Client Software",1007061,"All","---",
1071586,"Developer Tools: WebIDE","jryans@gmail.com","List WiFi devices on WebIDE init",4,0,,"Client Software",,"All","---",
1073522,"Developer Tools: Framework","jryans@gmail.com","Improve error for missing actor",5,0,,"Client Software",,"All","---",
1073588,"Developer Tools: WebIDE","jryans@gmail.com","Enable local runtime by default",6,0,,"Client Software",,"All","---",
1078797,"Developer Tools: WebIDE","jryans@gmail.com","Editable apps don't reload after reinstall",8,0,,"Client Software",1078192,"All","---",
1084509,"Developer Tools: Console","jryans@gmail.com","passing --jsconsole option doesn't show the console",9,0,,"Client Software",975084,"x86","---","regression"
1089913,"Developer Tools: Framework","jryans@gmail.com","Fennec tab list shows ""Loading..."" for all zombie tabs",6,0,,"Client Software",995671,"All","---",
1091586,"Developer Tools: WebIDE","jryans@gmail.com","Manage Simulators should be Manage Extra Components",4,0,,"Client Software",,"All","---",
1094968,"Developer Tools: 3D View","jryans@gmail.com","TypeError: tiltButton is null with remote toolboxes",11,0,,"Client Software",1086492,"All","---","regression"
1096310,"Developer Tools: WebIDE","jryans@gmail.com","Open_App drop down is not opening for me",12,0,1100663,"Client Software",,"All","---","dev-doc-complete"
1097181,"Developer Tools: Framework","jryans@gmail.com","lazyRequireGetter incorrectly bound to main loader",7,0,,"Client Software",1058997,"All","---",
1097833,"Developer Tools: WebIDE","jryans@gmail.com","Hide the local runtime again",11,0,,"Client Software",1097758,"All","---","dev-doc-complete"
1100944,"Developer Tools: WebIDE","jryans@gmail.com","Intermittently ""Operation timed out: connecting to runtime"" message displayed even if the simulator opens",14,0,1102445,"Client Software",,"x86_64","---","regression"
978964,"Developer Tools: Canvas Debugger","jsantell@mozilla.com","Combined bitmask arguments aren't handled at all in the FunctionCallActor for the Canvas Debugger",13,0,"917226, 999687","Client Software",,"All","---",
980501,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","[meta] Web Audio Editor FF32",4,1,"980502, 980503, 986704, 994256, 998597, 1006912, 1007920, 1011436, 1013544","Client Software",,"x86","---",
980506,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Implement AudioNode destruction events for WebAudioActor",82,0,"1015783, 1019964","Client Software","994263, 1008497","x86","---",
986705,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Implement 'connect-param' event for Web Audio Editor",13,0,,"Client Software","1022248, 1032129","x86","---",
991075,"Developer Tools","jsantell@mozilla.com","TEST-UNEXPECTED-FAIL | chrome://mochitests/content/browser/browser/devtools/framework/test/browser_keybindings.js | A promise chain failed to handle a rejection at resource://gre/modules/commonjs/toolkit/loader.js -> resource:///modules/devtools/framework",12,0,,"Client Software","991040, 1018184","All","---",
991762,"Developer Tools: Debugger","jsantell@mozilla.com","functionless inspect button in add-on debugger",8,0,,"Client Software",899054,"All","---",
994257,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Ensure Web Audio Editor works with different host types",9,0,1007913,"Client Software",1022248,"x86","---",
994263,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Removing GC'd nodes in the Web Audio Editor frontend",13,0,980506,"Client Software","1022248, 1023462","x86","---",
999687,"Developer Tools: Canvas Debugger","jsantell@mozilla.com","Some arguments are treated as enums when they shouldn't be",11,0,,"Client Software",978964,"All","---",
1006283,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Set correct datatype in paramlist for web audio nodes in web audio editor",8,0,,"Client Software",,"x86","---",
1006287,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Click on an audionode in the graph should focus the node in the paramslist",9,0,,"Client Software",,"x86","---",
1006875,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Styling graph for web audio editor",11,0,,"Client Software",994256,"All","---",
1006912,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Web Audio Editor needs to be destroyed and recreated after used",14,0,,"Client Software",980501,"x86","---",
1007345,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Redesign AudioNode view",21,0,"1010419, 1010423","Client Software",,"x86","---",
1007913,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","SVG element in Web Audio Editor should be full size and dynamically resize",8,0,,"Client Software",994257,"x86","---",
1007920,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Render all AudioParams correctly",8,0,,"Client Software",980501,"x86","---",
1010419,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Intermittent browser_wa_graph-click.js | InspectorView visible after selecting a node. | InspectorView still visible after selecting another node.",6,0,,"Client Software",1007345,"x86","---","intermittent-failure"
1011436,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Rename ToolboxWebAudioEditor tooltip and label to reflect new string",8,0,998597,"Client Software",980501,"All","---",
1011723,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Glitchy pane toggle icon in web audio editor",6,0,,"Client Software",,"x86","---",
1011757,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Add aero styles for web audio editor",12,0,,"Client Software",,"x86","---",
1013544,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Highlight selected node in graph in web audio editor",9,0,,"Client Software",980501,"x86","---",
1015665,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Add recording options to CallWatcherActor",11,0,,"Client Software",1022248,"x86","---",
1016037,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Remove visible actor IDs in web audio tool",9,0,,"Client Software",1040352,"x86","---",
1019964,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","call-watcher should not store strong references",19,0,"1022917, 1025118","Client Software",980506,"x86","---",
1022248,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","[meta] Web Audio Editor Fx33",1,1,"986705, 994257, 994263, 1007922, 1015665, 1022242, 1025310, 1026576, 1026766, 1027852, 1029195, 1029738, 1032482, 1034212","Client Software",,"x86","---",
1022917,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Web Audio Editor should hold only weak refs",10,0,,"Client Software",1019964,"x86","---",
1024787,"Developer Tools","jsantell@mozilla.com","Fix uncaught promise rejections in DevTools framework",10,0,,"Client Software",1018184,"x86","---",
1025118,"Developer Tools: Canvas Debugger","jsantell@mozilla.com","Intermittent browser_canvas-frontend-img-thumbnails-02.js | Test timed out (after: ""TypeError: Not enough arguments to CanvasRenderingContext2D.fillRect."")",11,0,,"Client Software",1019964,"x86_64","---","intermittent-failure"
1025310,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Add Telemetry to Web Audio Editor",9,0,,"Client Software",1022248,"x86","---",
1025311,"Developer Tools: Canvas Debugger","jsantell@mozilla.com","Add Telemetry to Canvas Debugger",7,0,,"Client Software",,"x86","---",
1025950,"Developer Tools: WebGL Shader Editor","jsantell@mozilla.com","Add Telemetry to Shader Editor",7,0,,"Client Software",,"x86","---",
1026576,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Translation / scale of the graph is not reset when the page is reloaded",5,0,,"Client Software",1022248,"x86","---",
1026766,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Support Media/WebRTC AudioNodes",7,0,,"Client Software",1022248,"x86","---",
1029195,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Nodes in graph lose focus during redraw",9,0,,"Client Software",1022248,"x86","---",
1029281,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Intermittent browser_wa_properties-view-media-nodes.js | Test timed out | Found a tab after previous test timed out: doc_media-node-creation.html",4,0,1031491,"Client Software",1031719,"x86_64","---","intermittent-failure"
1029738,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Stop firing instrumented function calls after destruction",6,0,,"Client Software",1022248,"x86","---",
1031719,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Crashes using MediaStream WebRTC AudioNodes in Web Audio Editor tests",2,0,"1029281, 1031491, 1031586","Client Software",,"x86","---",
1032129,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Connections to AudioParams are not rendered",13,0,986705,"Client Software",1040352,"x86","---",
1032482,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Render connections only once",7,0,,"Client Software",1022248,"x86","---",
1034212,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Enable devtools/webaudioeditor tests for e10s",11,1,,"Client Software","875871, 984139, 1022248, 1040352","x86","---",
1034295,"Developer Tools: WebGL Shader Editor","jsantell@mozilla.com","Enable devtools/shadereditor tests for e10s",26,1,"1041752, 1046305","Client Software","875871, 984139","x86","---",
1041597,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Fix web audio destroy nodes test",4,0,,"Client Software",1040352,"x86","---",
1046305,"Developer Tools: WebGL Shader Editor","jsantell@mozilla.com","Intermittent browser_webgl-actor-test-18.js | correct `r` value for first canvas. - Got 0, expected 255 | correct `g` value for first canvas. - Got 0, expected 255 | correct `a` value for first canvas. - Got 0, expected 255",29,0,,"Client Software",1034295,"x86","---","intermittent-failure"
1052028,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Remove ""Node"" from displayed node names",9,0,,"Client Software",1040352,"x86","---",
1052118,"Developer Tools","jsantell@mozilla.com","protocol.js `json` type should handle falsy values",9,0,,"Client Software",1025864,"x86","---",
1055211,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Add bypass feature to AudioNodeActors",10,0,"1007776, 1007778","Client Software",1055217,"x86","---",
1055215,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","[meta] Web Audio Editor Fx35",1,0,"1057042, 1066450, 1066472, 1068372","Client Software",,"x86","---",
1057042,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Refactor web audio editor client components",16,0,,"Client Software","1055215, 1061904","x86","---",
1058879,"Developer Tools: Canvas Debugger","jsantell@mozilla.com","Enable canvasdebugger tests for e10s",19,0,,"Client Software","875871, 1058875","All","---",
1059930,"Developer Tools: WebIDE","jsantell@mozilla.com","Attempting to open the same packaged app twice in WebIDE results in generic error",25,0,,"Client Software",,"x86_64","---",
1066450,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Serious Navigation bug for web audio editor in Fx35",17,0,,"Client Software",1055215,"x86","---",
1066472,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","AudioParam label should not look clickable",4,0,,"Client Software",1055215,"x86","---",
1068270,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","AudioNodeActor `connect` and `disconnect` methods",6,0,,"Client Software","1023475, 1068273, 1074158, 1082692","x86","---",
1068273,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Clean up web audio editor tests ""toggle"" documents",7,0,"1068270, 1083881","Client Software",1074158,"x86","---",
1068372,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Web Audio Editor should not be a valid tool in Browser Toolbox",6,0,,"Client Software",1055215,"x86","---",
1069673,"Developer Tools: Framework","jsantell@mozilla.com","Add feature detection to devtools framework",14,0,,"Client Software","1061653, 1066498, 1069674, 1075567","x86","---",
1069674,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Web Audio Editor should not be a valid tool on unsupported targets",7,0,1069673,"Client Software",1082692,"x86","---",
1074158,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","Intermittent browser_wa_graph-render-05.js | Test timed out - expected PASS",12,0,"1068270, 1068273, 1083881","Client Software",1082692,"x86","---","intermittent-failure"
1077441,"Developer Tools: Profiler","jsantell@mozilla.com","Create an empty ""performance-dev"" tool",12,0,,"Client Software",1077442,"x86","---",
1077442,"Developer Tools: Profiler","jsantell@mozilla.com","Create pseudo FrontActor as PerformanceActor",14,0,"1077441, 1085407","Client Software","1058898, 1077447","x86","---",
1077447,"Developer Tools: Profiler","jsantell@mozilla.com","Add manual recording to PerformanceFront",8,0,1077442,"Client Software","1077449, 1077451, 1077464","x86","---",
1077449,"Developer Tools: Profiler","jsantell@mozilla.com","Display Framerate data in new performance tool",10,0,1077447,"Client Software","1075567, 1077455, 1077457, 1077460, 1077462","x86","---",
